INDMusic Channel Report
September 2014
9LILG

Partner Views are: 2765397
Non-Ad Requested Views: 26405
Partner Revenue is: 5511.239074999999
Partner Ad Enabled Views are: 2738992
Partner Thousands of Ad Enabled Views: 2738.992
CPM: 2.0121413552869076
INDMusic Percentage: 0.1
Partner InDMusic Fee is: 551.1239074999999
Total Partner Earnings: 4960.115167499998

UGC Views are: 2014478
UGC Revenue is: 1632.0679429999989
UGC Ad Enabled Views are: 1599385
UGC Thousands of Ad Enabled Views: 1599.385
INDMusic Percentags: 0.1
UGC InDMusic Fee is: 163.2067942999999
Total UGC Earnings: 1468.861148699999

Total Channel Partner Payout: 6428.976316199997

videoId,claimType,claimOrigin,assetTitle,contentType,assetType,artist,album,isrc,customId,writer,channel,tViews,adViews,tEarnings
"BVPvFveWZbU","Audio","Audio Match","Gods Looking for Me","UGC",,"King Lil G","Lost in Smoke","USASN1302117","9LILG",,,1,0,0
"BWv_SVnqXgw","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,10,10,0
"BWv_SVnqXgw","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,10,10,0
"BavZoSJeg0U","Audio","Audio Match","That Dro","UGC",,"King Lil G","Lost in Smoke","USASN1302110","9LILG",,,1,1,0
"BdFSNGoeaZ0","Audio","Audio Match","Boom Boom Killa (feat. Baby Gunz)","UGC",,"King Lil G","King Enemy","USASN1201246","9LILG",,,1,1,0.18
"BdKim4jfdR8","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,1,1,0
"BePQb8Me3iA","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,1,1,0
"BePQb8Me3iA","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,4,0,0
"BhkNlKuqlYU","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,419,419,0.015229
"BhkNlKuqlYU","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,6,0,0
"Bjwg1IGGGgU","Audio","Audio Match","Like That Feat. Baby Gunz & Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400809","9LILG",,,5,5,0
"Bjwg1IGGGgU","Audio","Audio Match","Like That Feat. Baby Gunz & Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400809","9LILG",,,5,5,0
"BoYFVdMtErY","Audio","Audio Match","What's Up","UGC",,"King Lil G","Lost in Smoke","USASN1302106","9LILG",,,11882,11882,37.757528
"BoYFVdMtErY","Audio","Audio Match","What's Up","UGC",,"King Lil G","Lost in Smoke","USASN1302106","9LILG",,,241,0,0
"Bp4H9wQQ41I","Audio","Audio Match","Talk about Me","UGC",,"King Lil G","King Enemy","USASN1201243","9LILG",,,47,47,0.003822
"BsaAY6-Ar-I","Audio","Audio Match","Welcome to La","UGC",,"King Lil G","Lost in Smoke","USASN1302113","9LILG",,,5,5,0.001092
"BtvcQsvGQCU","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,327,327,0.002226
"BxSnri2V8cE","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,7,7,0
"BxSnri2V8cE","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,6,0,0
"BzUjdwLLrPc","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,32,32,0
"BzUjdwLLrPc","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,32,32,0
"BzUjdwLLrPc","Audio","Audio Match","Joey & Jasmine","UGC",,"King Lil G","AK47Boyz","QMEBT1400808","9LILG",,,4,0,0
"C-V69HUxHjE","Audio","Audio Match","Living My Dream Feat. Isuppose  Self Provoked & Carolyn Rodriguez","UGC",,"King Lil G","AK47Boyz","QMEBT1400812","9LILG",,,42,42,0.0001065
"C-V69HUxHjE","Audio","Audio Match","Living My Dream Feat. Isuppose  Self Provoked & Carolyn Rodriguez","UGC",,"King Lil G","AK47Boyz","QMEBT1400812","9LILG",,,42,42,0.0001065
"C-V69HUxHjE","Audio","Audio Match","Living My Dream Feat. Isuppose  Self Provoked & Carolyn Rodriguez","UGC",,"King Lil G","AK47Boyz","QMEBT1400812","9LILG",,,1,0,0
"C-vwGf7HqX0","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,2,2,0
"C1DNisCe66E","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,3,3,0
"C3ewYXr51zA","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,68,68,0.000164
"C3ewYXr51zA","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,4,0,0
"C5SA1fJlNZk","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,85,85,0.002373
"C5SA1fJlNZk","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,85,85,0.002373
"C5SA1fJlNZk","Audio","Audio Match","Can't Relate","UGC",,"King Lil G","AK47Boyz","QMEBT1400803","9LILG",,,1,0,0
"CBzjhASvWqw","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,69,69,0.000888
"CC1jKAeirJw","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,428,428,0.0382125
"CC1jKAeirJw","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,2,0,0
"CC8XQUYpDZE","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,3,3,0
"CKlajmHwmOk","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,6,6,0
"CM7eVPLVRtg","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,3,3,0
"CNT1o3jsTfA","Audio","Audio Match","That Dro","UGC",,"King Lil G","Lost in Smoke","USASN1302110","9LILG",,,10,10,0.002932
"CNb8OAYtsLQ","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,1,1,0
"CNb8OAYtsLQ","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,1,0,0
"CP7lxfTGuYo","Audio","Audio Match","That Dro","UGC",,"King Lil G","Lost in Smoke","USASN1302110","9LILG",,,8,8,0.261828
"CQC1X4yJT2U","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,1413,1413,3.515163
"CQC1X4yJT2U","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,1413,1413,3.515163
"CQC1X4yJT2U","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,11,0,0
"CUxkoPYq0y4","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,0,0,0
"CUxkoPYq0y4","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,0,0,0
"CYGrMoSP9Kg","Audio-Visual","Web Upload","Letter to Dr. Dre","PARTNER-PROVIDED",,"King Lil G feat. Big Swiisha)","","USASN1200418","9LILG",,,103652,103652,218.6018395
"CYGrMoSP9Kg","Audio-Visual","Web Upload","Letter to Dr. Dre","PARTNER-PROVIDED",,"King Lil G feat. Big Swiisha)","","USASN1200418","9LILG",,,103652,103652,218.6018395
"CYGrMoSP9Kg","Audio-Visual","Web Upload","Letter to Dr. Dre","PARTNER-PROVIDED",,"King Lil G feat. Big Swiisha)","","USASN1200418","9LILG",,,2051,0,0.010633
"Cb57bP8SWhY","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,4,4,0
"Cb57bP8SWhY","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,1,0,0
"CbssEyvHWXI","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,10,0,0
"CccRPfI_AgA","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,135,135,0.0012385
"CccRPfI_AgA","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,135,135,0.0012385
"CccRPfI_AgA","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,19,0,0
"CftTN0J3e7k","Audio-Visual","Web Upload","A day in the life of king lil g 3   Computer","PARTNER-PROVIDED",,"","","","9LILG",,,2,0,0
"CftTN0J3e7k","Audio-Visual","Web Upload","A day in the life of king lil g 3   Computer","PARTNER-PROVIDED",,"","","","9LILG",,,2286,2286,3.222468
"CftTN0J3e7k","Audio-Visual","Web Upload","A day in the life of king lil g 3   Computer","PARTNER-PROVIDED",,"","","","9LILG",,,2286,2286,3.222468
"CftTN0J3e7k","Audio-Visual","Web Upload","A day in the life of king lil g 3   Computer","PARTNER-PROVIDED",,"","","","9LILG",,,26,0,0
"Cg66ZY8jIQ4","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,6,6,4.8e-05
"Cg66ZY8jIQ4","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,1,0,0
"Cm8RBmk8aDM","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,12,12,0
"Cm8RBmk8aDM","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,12,12,0
"Cmi_yGed5gg","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,4,4,0
"Cp8lAZKoe2Q","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,3237,3237,2.7966165
"Cp8lAZKoe2Q","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,3237,3237,2.7966165
"Cp8lAZKoe2Q","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,43,0,0
"CqqHXCr1CHA","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,29,29,0
"CqqHXCr1CHA","Audio","Audio Match","Mob Life","UGC",,"King Lil G","Lost in Smoke","USASN1302108","9LILG",,,1,0,0
"Csni5Y13kgY","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,1,1,0
"Csni5Y13kgY","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,1,0,0
"CwQCZMlXSNU","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,9,9,0
"CwQCZMlXSNU","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,13,0,0
"CyCF7XB3aNE","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,9,9,6.600000000000001e-05
"D-qIhKbWrcA","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,3,3,8.000000000000001e-05
"D0luTB6306Q","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,1595,1595,0.276772
"D0luTB6306Q","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,1595,1595,0.276772
"D0luTB6306Q","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,22,0,0
"D3uIaxLWcRo","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,1,1,0
"D6CwgjaDIXc","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,7,7,2.5e-05
"D6CwgjaDIXc","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,7,7,2.5e-05
"D6DT2U3GR6Q","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,5,5,0.000344
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,19573,19573,0.5941985
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D8Mx7fO8_9I","Audio","Audio Match","Windows Down Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400804","9LILG",,,331,0,0
"D9BqY_HYyiA","Audio","Audio Match","Who Shot 2Pac","UGC",,"King Lil G","King Enemy","USASN1201239","9LILG",,,14,14,0
"D9RY8sK4Skg","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,5,5,0.00072
"DA7gSE_dN64","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,3,3,0
"DACMBlVcpag","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,13,13,0
"DCSHjFn5oso","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,2,2,0
"DRqnmLh8bc0","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,1,1,0
"DRqnmLh8bc0","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,1,1,0
"DS78__awA4I","Audio-Visual","Web Upload","King Lil G  Hopeless Boy ft  David Ortiz 2014","PARTNER-PROVIDED",,"","","","9LILG",,,7471,7471,17.858035
"DS78__awA4I","Audio-Visual","Web Upload","King Lil G  Hopeless Boy ft  David Ortiz 2014","PARTNER-PROVIDED",,"","","","9LILG",,,144,0,0.005831
"DS78__awA4I","Audio-Visual","Web Upload","King Lil G  Hopeless Boy ft  David Ortiz 2014","PARTNER-PROVIDED",,"","","","9LILG",,,7471,7471,17.858035
"DW1GaOV2Gx8","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,1302,1302,1.2754795
"LAVw2R9gDQs","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,1141,1141,2.914036
"DW1GaOV2Gx8","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,3,0,0
"DYjUIv1ZMdo","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,1,0,0
"DYjUIv1ZMdo","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,496,496,0.5612595
"DYjUIv1ZMdo","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,496,496,0.5612595
"DYjUIv1ZMdo","Audio-Visual","Web Upload"," ","PARTNER-PROVIDED",,"","","","9LILG",,,5,0,0
"DaD50Fkq2Zw","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,41,41,0.0058125
"DaD50Fkq2Zw","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,41,41,0.0058125
"DaLeuBU6CA0","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,57,0,0
"Db4BDYz3Yas","Audio","Audio Match","Love Kills Feat. Krypto","UGC",,"King Lil G","AK47Boyz","QMEBT1400811","9LILG",,,2520,2520,5.5281265
"Db4BDYz3Yas","Audio","Audio Match","Love Kills Feat. Krypto","UGC",,"King Lil G","AK47Boyz","QMEBT1400811","9LILG",,,2520,2520,5.5281265
"Db4BDYz3Yas","Audio","Audio Match","Love Kills Feat. Krypto","UGC",,"King Lil G","AK47Boyz","QMEBT1400811","9LILG",,,38,0,0
"DbdVCxPX4js","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,2,2,0.003436
"DbpjZTrVrCk","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,10,10,0.0003
"DbpjZTrVrCk","Audio","Audio Match","Dirty Feat. Drummer Boy","UGC",,"King Lil G","AK47Boyz","QMEBT1400807","9LILG",,,10,10,0.0003
"Dg0pb9kpNGg","Audio","Audio Match","Real Life","UGC",,"Lil G","Blue Devil Part 2","USASN1200421","9LILG",,,32,0,0
"DhKl0WuifQM","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,16,16,0.002787
"DhKl0WuifQM","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,1,0,0
"DjGgP-2WOkU","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,10492,10492,6.908253
"DjGgP-2WOkU","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,10492,10492,6.908253
"DjGgP-2WOkU","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,376,0,0.002568
"DnCJSehOrVE","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,6,6,0
"DnCJSehOrVE","Audio","Audio Match","AK47Boyz","UGC",,"King Lil G","AK47Boyz","QMEBT1400802","9LILG",,,6,6,0
"DsezpMyyuxo","Audio","Audio Match","Blunt After Blunt Feat Reverie","UGC",,"King Lil G","AK47Boyz","QMEBT1400810","9LILG",,,18039,18039,36.9859825
"DsezpMyyuxo","Audio","Audio Match","Blunt After Blunt Feat Reverie","UGC",,"King Lil G","AK47Boyz","QMEBT1400810","9LILG",,,18039,18039,36.9859825
"DsezpMyyuxo","Audio","Audio Match","Blunt After Blunt Feat Reverie","UGC",,"King Lil G","AK47Boyz","QMEBT1400810","9LILG",,,318,0,0
"DwkaWafMXPM","Audio","Audio Match","That Dro","UGC",,"King Lil G","Lost in Smoke","USASN1302110","9LILG",,,12,12,0.006624
"DxeOFoEb1WE","Audio","Audio Match","Do You Think of Me","UGC",,"King Lil G","Lost in Smoke","USASN1302111","9LILG",,,21,21,0.0044
"DxsHjjIia54","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,15,15,0.000468
"DxsHjjIia54","Audio","Audio Match","Hopeless Boy Feat. David Ortiz","UGC",,"King Lil G","AK47Boyz","QMEBT1400801","9LILG",,,2,0,0
"E-UcJY8kh4Q","Audio","Audio Match","Liquor Store","UGC",,"King Lil G","Lost in Smoke","USASN1302115","9LILG",,,1,0,0
"E-UcJY8kh4Q","Audio","Audio Match","Liquor Store","UGC",,"King Lil G","Lost in Smoke","USASN1302115","9LILG",,,141,141,0.244123
"E8E1aovfycA","Audio","Audio Match","Welcome to La","UGC",,"King Lil G","Lost in Smoke","USASN1302113","9LILG",,,78,78,0.000884
"E8E1aovfycA","Audio","Audio Match","Welcome to La","UGC",,"King Lil G","Lost in Smoke","USASN1302113","9LILG",,,1,0,0
"ECzBT3YmdhA","Audio-Visual","Web Upload","King Lil G - ""Welcome to L.A."" Feat. Dina Rae (Official Music Video)","PARTNER-PROVIDED",,"King Lil G","","USASN1302113","9LILG",,,1,0,0
"ECzBT3YmdhA","Audio-Visual","Web Upload","King Lil G - ""Welcome to L.A."" Feat. Dina Rae (Official Music Video)","PARTNER-PROVIDED",,"King Lil G","","USASN1302113","9LILG",,,153001,153001,299.001727
"ECzBT3YmdhA","Audio-Visual","Web Upload","King Lil G - ""Welcome to L.A."" Feat. Dina Rae (Official Music Video)","PARTNER-PROVIDED",,"King Lil G","","USASN1302113","9LILG",,,153001,153001,299.001727
"ECzBT3YmdhA","Audio-Visual","Web Upload","King Lil G - ""Welcome to L.A."" Feat. Dina Rae (Official Music Video)","PARTNER-PROVIDED",,"King Lil G","","USASN1302113","9LILG",,,4015,0,0
"EDK_9vTmESs","Audio","Audio Match","Letter to Dr. Dre (feat. Big Swiisha)","UGC",,"Lil G","Blue Devil Part 2","USASN1200418","9LILG",,,10,10,0
